Id,IsDeleted,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,ParentId,MasterLabel,Description,DisplayType,DisplayPosition,TimesToDisplay,DelayDays,StartDate,EndDate,UserAccess,IsPublished,PublishedDate,PublishedByUserId,Header,DismissButtonLabel,ShouldDisplayActionButton,ActionButtonLabel,ActionButtonLink,Title,VersionNumber,TargetPageType,TargetPageKey1,TargetPageKey2,TargetAppNamespacePrefix,TargetAppDeveloperName,Body,ShouldIgnoreGlobalDelay,UserProfileAccess,VideoLink,StepNumber,ThemeColor,ThemeSaturation,TargetPageKey1Ref,ImageAltText,ImageId,ImageLink,ImageLocation,TargetPageKey3,ElementRelativePosition,ReferenceElementContext,IndexWithIsPublished,IndexWithoutIsPublished,TargetPageKey4,TargetRecordTypeId,ExperienceContextId,Experience
0btdM000004GM2RQAW,False,1720591808000,005dM000004WE3FQAW,1720591808000,005dM000004WE3FQAW,1720591811000,0bsdM000001XITqQAO,Property Explorer Step 7,,FloatingPanel,BottomRight,,,,,Everyone,False,,,,Close,True,Next Tour,/lightning/n/Property_Finder,Next Tour,1,standard__navItemPage,Property_Explorer,,,Dreamhouse,"Now, go to the Property Finder tab or click Next Tour to navigate to the next tour.",True,Everyone,,7.0,,,01rdM000008jsw6QAA,,,,,,,,F__Dreamhouse_standard__navItemPage,_Dreamhouse_standard__navItemPage_Property_Explorer_,,,,
0btdM000004GM2SQAW,False,1720591808000,005dM000004WE3FQAW,1720591809000,005dM000004WE3FQAW,1720591811000,0bsdM000001XITrQAO,Property Finder Step 1,,FloatingPanel,BottomLeft,1.0,1.0,2020-06-29,,Everyone,True,2024-07-10,005dM000004WE3FQAW,,Close,False,,,Property Finder,1,standard__navItemPage,Property_Finder,,,Dreamhouse,"The ""Property Finder"" page is also composed in App Builder. This time we use a map to show filtered properties locations. Click on any of the map markers to select a property and see its details.",True,Everyone,,1.0,,,01rdM000008jsw7QAA,,,,,,,,T__Dreamhouse_standard__navItemPage,_Dreamhouse_standard__navItemPage_Property_Finder_,,,,
0btdM000004GM2TQAW,False,1720591808000,005dM000004WE3FQAW,1720591809000,005dM000004WE3FQAW,1720591811000,0bsdM000001XITrQAO,Property Finder Step 2,,FloatingPanel,BottomCenter,,,,,Everyone,False,,,,Close,False,,,Third party JavaScript libraries,1,standard__navItemPage,Property_Finder,,,Dreamhouse,"The map component in the center of the screen is built using a third party JavaScript library, provided as <a href=""https://developer.salesforce.com/docs/atlas.en-us.pages.meta/pages/pages_resources.htm"" target=""_blank"">static resource</a>.",True,Everyone,,2.0,,,01rdM000008jsw7QAA,,,,,,,,F__Dreamhouse_standard__navItemPage,_Dreamhouse_standard__navItemPage_Property_Finder_,,,,
0btdM000004GM2UQAW,False,1720591809000,005dM000004WE3FQAW,1720591809000,005dM000004WE3FQAW,1720591811000,0bsdM000001XITrQAO,Property Finder Step 3,,FloatingPanel,BottomRight,,,,,Everyone,False,,,,Close,False,,,Next Tour,1,standard__navItemPage,Property_Finder,,,Dreamhouse,"Now, select a property. Click on the double arrow icon located next to the property's name in the property summary card. You'll navigate to the property record page and find the next tour.",True,Everyone,,3.0,,,01rdM000008jsw7QAA,,,,,,,,F__Dreamhouse_standard__navItemPage,_Dreamhouse_standard__navItemPage_Property_Finder_,,,,
0btdM000004TUhxQAG,False,1720780915000,005dM000004WE3FQAW,1720780915000,005dM000004WE3FQAW,1720780915000,0bsdM000001boN3QAI,Chatter Profile Tips,,DockedComposer,,1.0,1.0,2019-10-15,2020-10-15,Everyone,True,2024-07-12,005dM000004WE3FQAW,Chatter Profile Tips,,True,Tell Me More,https://help.salesforce.com/articleView?id=basics_intro_setting_up_chatter_profile.htm,Introduce Yourself to Others,1,standard__objectPage,Account,list,standard,LightningSales,"<p><span style=""color: rgb(62, 62, 60);"">If you haven’t personalized your Chatter profile yet:</span></p><p><br></p><ol><li><span style=""color: rgb(60, 64, 67);"">To edit your Chatter Profile, click the avatar icon in the top-right corner, then click your name.</span></li><li>To add a picture of yourself, click the placeholder avatar.&nbsp;</li><li><span style=""color: rgb(60, 64, 67);"">Click the pencil, and share your awesomeness with your colleagues on Chatter.</span></li></ol>",False,Everyone,,,,,Account,,,,,,,,T_standard_LightningSales_standard__objectPage,standard_LightningSales_standard__objectPage_Account_list,,,,
0btdM000004TUhyQAG,False,1720780915000,005dM000004WE3FQAW,1720780915000,005dM000004WE3FQAW,1720780915000,0bsdM000001boN4QAI,Create Shortcuts to Favorite Pages,,FloatingPanel,TopRight,1.0,1.0,2019-10-15,2020-10-15,Everyone,True,2024-07-12,005dM000004WE3FQAW,,Dismiss,True,Tell Me More,https://help.salesforce.com/articleView?id=user_userdisplay_favorites.htm,Create Shortcuts to Favorite Pages,1,standard__objectPage,Account,list,standard,LightningSales,"To bookmark a page, click the star icon. You can use the dropdown from any page to access your favorites.",False,Everyone,,,,,Account,,,,,,,,T_standard_LightningSales_standard__objectPage,standard_LightningSales_standard__objectPage_Account_list,,,,
0btdM000004TUhzQAG,False,1720780915000,005dM000004WE3FQAW,1720780915000,005dM000004WE3FQAW,1720780915000,0bsdM000001boN5QAI,Get Help Anywhere in the App,,FloatingPanel,TopRight,1.0,1.0,2019-10-15,2020-10-15,Everyone,True,2024-07-12,005dM000004WE3FQAW,,Dismiss,True,Tell Me More,https://help.salesforce.com/articleView?id=lex_find_help.htm,Get Help Anywhere in the App,1,standard__objectPage,Account,list,standard,LightningSales,"To open the Help Menu, click the question mark. Find resources related to your work or search for answers to questions.",False,Everyone,,,,,Account,,,,,,,,T_standard_LightningSales_standard__objectPage,standard_LightningSales_standard__objectPage_Account_list,,,,
0btdM000004TUi0QAG,False,1720780915000,005dM000004WE3FQAW,1720780915000,005dM000004WE3FQAW,1720780915000,0bsdM000001boN6QAI,List View Tips,,DockedComposer,,1.0,1.0,2019-10-15,2020-10-15,Everyone,True,2024-07-12,005dM000004WE3FQAW,List View Tips,,True,Tell Me More,https://help.salesforce.com/articleView?id=basics_understanding_list_views_lex.htm,Manage Your Records Easily,1,standard__objectPage,Account,list,standard,LightningSales,"<p><span style=""color: rgb(38, 50, 56);"">List views are a great way to sort, prioritize, and analyze the records that are most important to you. Get started with list views with these tips.&nbsp;</span></p><ul><li>Switch list views using the dropdown menu.&nbsp;</li><li>Make your favorite list view the default by pinning it.</li><li>Use filters to tailor an existing list view to your needs.</li><li>Select which fields to display from the List View Controls menu.&nbsp;</li><li>Get to the right record with search.&nbsp;</li><li>Visualize your data with charts or the Kanban board.</li></ul>",False,Everyone,,,,,Account,,,,,,,,T_standard_LightningSales_standard__objectPage,standard_LightningSales_standard__objectPage_Account_list,,,,
0btdM000004TUi1QAG,False,1720780915000,005dM000004WE3FQAW,1720780915000,005dM000004WE3FQAW,1720780915000,0bsdM000001boN7QAI,Recent Item Tips,,DockedComposer,,1.0,1.0,2019-10-15,2020-10-15,Everyone,True,2024-07-12,005dM000004WE3FQAW,Recent Item Tips,,True,Tell Me More,https://help.salesforce.com/articleView?id=recent_items.htm,Get to Recent Items Quickly,1,standard__objectPage,Account,list,standard,LightningSales,"<p><span style=""color: rgb(62, 62, 60);"">Explore these ways to get to recent items.</span></p><ul><li><span style=""color: rgb(62, 62, 60);"">Search box: As you type a search term.&nbsp;</span></li><li><span style=""color: rgb(62, 62, 60);"">Navigation bar: From the dropdown next to items.&nbsp;</span></li><li><span style=""color: rgb(62, 62, 60);"">Home page: In the Recent Records card (if available).</span></li></ul>",False,Everyone,,,,,Account,,,,,,,,T_standard_LightningSales_standard__objectPage,standard_LightningSales_standard__objectPage_Account_list,,,,
0btdM000004TVFpQAO,False,1720780988000,005dM000004WE3FQAW,1720780988000,005dM000004WE3FQAW,1720780988000,0bsdM000001boV7QAI,Case List Chatter Profile Tips,,DockedComposer,,1.0,1.0,2019-11-18,2020-11-18,Everyone,True,2024-07-12,005dM000004WE3FQAW,Chatter Profile Tips,,True,Tell Me More,https://help.salesforce.com/articleView?id=basics_intro_setting_up_chatter_profile.htm,Introduce Yourself to Others,1,standard__objectPage,Case,list,standard,LightningService,"<p><span style=""color: rgb(62, 62, 60);"">If you haven’t personalized your Chatter profile yet:</span></p><p><br></p><ol><li><span style=""color: rgb(60, 64, 67);"">To edit your Chatter Profile, click your profile icon at the top of the page, then click your name.</span></li><li>To add a picture of yourself, go to your profile and click the camera icon on the placeholder image.&nbsp;</li><li><span style=""color: rgb(60, 64, 67);"">Click the pencil, and share your awesomeness with your Chatter colleagues.</span></li></ol>",False,Everyone,,,,,Case,,,,,,,,T_standard_LightningService_standard__objectPage,standard_LightningService_standard__objectPage_Case_list,,,,
0btdM000004TVFqQAO,False,1720780988000,005dM000004WE3FQAW,1720780988000,005dM000004WE3FQAW,1720780988000,0bsdM000001boV8QAI,Case List Create Shortcuts To Favorite Pages,,FloatingPanel,TopRight,1.0,1.0,2019-11-18,2020-11-18,Everyone,True,2024-07-12,005dM000004WE3FQAW,,Dismiss,True,Tell Me More,https://help.salesforce.com/articleView?id=user_userdisplay_favorites.htm,Create Shortcuts to Favorite Pages,1,standard__objectPage,Case,list,standard,LightningService,"To bookmark a page, click the star icon. You can use the dropdown from any page and access your favorites..",False,Everyone,,,,,Case,,,,,,,,T_standard_LightningService_standard__objectPage,standard_LightningService_standard__objectPage_Case_list,,,,
0btdM000004TVFrQAO,False,1720780988000,005dM000004WE3FQAW,1720780988000,005dM000004WE3FQAW,1720780988000,0bsdM000001boV9QAI,Case List Get Help Anywhere in the App,,FloatingPanel,TopRight,1.0,1.0,2019-11-18,2020-11-18,Everyone,True,2024-07-12,005dM000004WE3FQAW,,Dismiss,True,Tell Me More,https://help.salesforce.com/articleView?id=lex_find_help.htm,Get Help Anywhere in the App,1,standard__objectPage,Case,list,standard,LightningService,"To open the Help Menu, click the question mark. Find resources related to your work or search for answers to questions.",False,Everyone,,,,,Case,,,,,,,,T_standard_LightningService_standard__objectPage,standard_LightningService_standard__objectPage_Case_list,,,,
0btdM000004TVFsQAO,False,1720780988000,005dM000004WE3FQAW,1720780988000,005dM000004WE3FQAW,1720780988000,0bsdM000001boVAQAY,Case List List View Tips,,DockedComposer,,1.0,1.0,2019-11-18,2020-11-18,Everyone,True,2024-07-12,005dM000004WE3FQAW,List View Tips,,True,Tell Me More,https://help.salesforce.com/articleView?id=basics_understanding_list_views_lex.htm,Manage Your Records Easily,1,standard__objectPage,Case,list,standard,LightningService,"<p><span style=""color: rgb(38, 50, 56);"">List views are a great way to sort, prioritize, and analyze the records that are most important to you. Get started with list views with these tips.&nbsp;</span></p><ul><li>Switch list views using the dropdown menu.&nbsp;</li><li>Make your favorite list view the default by pinning it.</li><li>Use filters to tailor an existing list view to your needs.</li><li>Select which fields to display from the List View Controls menu.&nbsp;</li><li>Get to the right record with search.&nbsp;</li><li>Visualize your data with charts or the Kanban board.</li></ul>",False,Everyone,,,,,Case,,,,,,,,T_standard_LightningService_standard__objectPage,standard_LightningService_standard__objectPage_Case_list,,,,
0btdM000004TVFtQAO,False,1720780988000,005dM000004WE3FQAW,1720780988000,005dM000004WE3FQAW,1720780988000,0bsdM000001boVBQAY,Case List Recent Item Tips,,DockedComposer,,1.0,1.0,2019-11-18,2020-11-18,Everyone,True,2024-07-12,005dM000004WE3FQAW,Recent Item Tips,,True,Tell Me More,https://help.salesforce.com/articleView?id=recent_items.htm,Get to Recent Items Quickly,1,standard__objectPage,Case,list,standard,LightningService,"<p><span style=""color: rgb(62, 62, 60);"">Explore these ways to get to recent items.</span></p><ul><li><span style=""color: rgb(62, 62, 60);"">Search box: When you click in the search field.</span></li><li><span style=""color: rgb(62, 62, 60);"">Home page: In the Recent Records card (if available). </span></li></ul>",False,Everyone,,,,,Case,,,,,,,,T_standard_LightningService_standard__objectPage,standard_LightningService_standard__objectPage_Case_list,,,,
0btdM000004TVXZQA4,False,1720781027000,005dM000004WE3FQAW,1720781027000,005dM000004WE3FQAW,1720781027000,0bsdM000001bobZQAQ,Lighting Experience - Get Your Bearings Step 1,,FloatingPanel,TopCenter,1.0,1.0,2020-06-30,,Everyone,True,2024-07-12,005dM000004WE3FQAW,,Dismiss,False,,,Let’s explore your new workspace,1,standard__namedPage,home,,standard,LightningSales,"Lightning Experience may seem different than what you’re used to, but Salesforce Classic core features made the journey with you. Get your bearings with this quick tour and video at the end.",False,Everyone,,1.0,,,,,,,,,,,T_standard_LightningSales_standard__namedPage,standard_LightningSales_standard__namedPage_home_,,,,
0btdM000004TVXaQAO,False,1720781027000,005dM000004WE3FQAW,1720781027000,005dM000004WE3FQAW,1720781027000,0bsdM000001bobZQAQ,Lighting Experience - Get Your Bearings Step 2,,FloatingPanel,TopRight,,,,,Everyone,False,,,,Dismiss,False,,,Get help anywhere you need it,1,standard__namedPage,home,,standard,LightningSales,Go to the header of any page and click the question mark to open the Help Menu. It’s a curated list of resources that are specific to the page you’re on and the actions you can do there.,False,Everyone,,2.0,,,,,,,,,,,F_standard_LightningSales_standard__namedPage,standard_LightningSales_standard__namedPage_home_,,,,
0btdM000004TVXbQAO,False,1720781027000,005dM000004WE3FQAW,1720781027000,005dM000004WE3FQAW,1720781027000,0bsdM000001bobZQAQ,Lighting Experience - Get Your Bearings Step 3,,FloatingPanel,TopRight,,,,,Everyone,False,,,,Dismiss,False,,,Find your profile and settings,1,standard__namedPage,home,,standard,LightningSales,Click on the avatar in the top right corner to open the profile menu and click your name to get to your profile page. Take a moment to update your picture and banner.,False,Everyone,,3.0,,,,,,,,,,,F_standard_LightningSales_standard__namedPage,standard_LightningSales_standard__namedPage_home_,,,,
0btdM000004TVXcQAO,False,1720781027000,005dM000004WE3FQAW,1720781027000,005dM000004WE3FQAW,1720781027000,0bsdM000001bobZQAQ,Lighting Experience - Get Your Bearings Step 4,,FloatingPanel,TopRight,,,,,Everyone,False,,,,Dismiss,False,,,Create shortcuts to favorite pages,1,standard__objectPage,Opportunity,list,standard,LightningSales,"To bookmark frequently-used records, lists, and groups, click the star icon in the header. Use the dropdown next to the star from any page and access your favorites.",False,Everyone,,4.0,,,Opportunity,,,,,,,,F_standard_LightningSales_standard__objectPage,standard_LightningSales_standard__objectPage_Opportunity_list,,,,
0btdM000004TVXdQAO,False,1720781027000,005dM000004WE3FQAW,1720781027000,005dM000004WE3FQAW,1720781027000,0bsdM000001bobZQAQ,Lighting Experience - Get Your Bearings Step 5,,DockedComposer,BottomCenter,,,,,Everyone,False,,,Lightning Experience Tips,,False,,,Take Lightning Experience for a spin,1,standard__namedPage,home,,standard,LightningSales,"<p><span style=""font-size: 14.6667px; font-family: Arial; color: rgb(0, 0, 0);"">Now that you know the basics, watch this short video to explore more about your new workspace. Thanks for taking this tour with us!</span></p>",False,Everyone,https://play.vidyard.com/LfY-yg0tw_0A2YeLn42lsw,5.0,,,,,,,,,,,F_standard_LightningSales_standard__namedPage,standard_LightningSales_standard__namedPage_home_,,,,
0btdM000004TVXeQAO,False,1720781027000,005dM000004WE3FQAW,1720781027000,005dM000004WE3FQAW,1720781027000,0bsdM000001bobaQAA,Lightning Experience - Navigate Around Step 1,,FloatingPanel,TopCenter,1.0,1.0,2020-06-30,,Everyone,True,2024-07-12,005dM000004WE3FQAW,,Dismiss,False,,,Ready...set...find your records,1,standard__namedPage,home,,standard,LightningSales,Navigating in Lightning Experience is simple. Let’s go over the quickest way to find what you need.,False,Everyone,,1.0,,,,,,,,,,,T_standard_LightningSales_standard__namedPage,standard_LightningSales_standard__namedPage_home_,,,,
0btdM000004TVXfQAO,False,1720781027000,005dM000004WE3FQAW,1720781027000,005dM000004WE3FQAW,1720781027000,0bsdM000001bobaQAA,Lightning Experience - Navigate Around Step 2,,FloatingPanel,TopLeft,,,,,Everyone,False,,,,Dismiss,False,,,Switching apps is a breeze,1,standard__namedPage,home,,standard,LightningSales,"Use the App Launcher (nine dots icon, top left) to quickly change apps. Or, search for any app, object, or item that you have permission to use.",False,Everyone,,2.0,,,,,,,,,,,F_standard_LightningSales_standard__namedPage,standard_LightningSales_standard__namedPage_home_,,,,
0btdM000004TVXgQAO,False,1720781027000,005dM000004WE3FQAW,1720781027000,005dM000004WE3FQAW,1720781027000,0bsdM000001bobaQAA,Lightning Experience - Navigate Around Step 3,,FloatingPanel,TopCenter,,,,,Everyone,False,,,,Dismiss,False,,,Your home base for navigating around,1,standard__namedPage,home,,standard,LightningSales,"Use the navigation bar to access objects, the main Chatter feed, groups, reports and dashboards, and the other major features you use.",False,Everyone,,3.0,,,,,,,,,,,F_standard_LightningSales_standard__namedPage,standard_LightningSales_standard__namedPage_home_,,,,
0btdM000004TVXhQAO,False,1720781027000,005dM000004WE3FQAW,1720781027000,005dM000004WE3FQAW,1720781027000,0bsdM000001bobaQAA,Lightning Experience - Navigate Around Step 4,,DockedComposer,BottomCenter,,,,,Everyone,False,,,Navigation Bar Tips,,False,,,Personalize your navigation bar,1,standard__namedPage,home,,standard,LightningSales,"<p><span style=""font-size: 14.6667px; font-family: Arial; color: rgb(0, 0, 0);"">Watch this video to see how easy it is to make the navigation bar your own.</span></p>",False,Everyone,https://play.vidyard.com/JgMPthKFTK68JeZpjx8MXH,4.0,,,,,,,,,,,F_standard_LightningSales_standard__namedPage,standard_LightningSales_standard__namedPage_home_,,,,
0btdM000004TVXiQAO,False,1720781027000,005dM000004WE3FQAW,1720781027000,005dM000004WE3FQAW,1720781027000,0bsdM000001bobaQAA,Lightning Experience - Navigate Around Step 5,,FloatingPanel,TopRight,,,,,Everyone,False,,,,Dismiss,False,,,You’re ready to go,1,standard__namedPage,home,,standard,LightningSales,"Remember to use the down arrow next to items in the navigation bar for recent items, favorites, and common actions.",False,Everyone,,5.0,,,,,,,,,,,F_standard_LightningSales_standard__namedPage,standard_LightningSales_standard__namedPage_home_,,,,
0btdM000004TVXjQAO,False,1720781027000,005dM000004WE3FQAW,1720781027000,005dM000004WE3FQAW,1720781027000,0bsdM000001bobbQAA,Lightning Experience - Work with Data Step 1,,FloatingPanel,TopCenter,1.0,1.0,2020-06-30,,Everyone,True,2024-07-12,005dM000004WE3FQAW,,Dismiss,False,,,Meet the new record layout,1,standard__objectPage,Lead,list,standard,LightningSales,Lightning Experience streamlines records by balancing things out across different tabs. This new approach cuts down on scrolling and makes it faster to find the desired information.,False,Everyone,,1.0,,,Lead,,,,,,,,T_standard_LightningSales_standard__objectPage,standard_LightningSales_standard__objectPage_Lead_list,,,,
0btdM000004TVXkQAO,False,1720781027000,005dM000004WE3FQAW,1720781027000,005dM000004WE3FQAW,1720781027000,0bsdM000001bobbQAA,Lightning Experience - Work with Data Step 2,,FloatingPanel,TopCenter,,,,,Everyone,False,,,,Dismiss,False,,,Close deals faster,1,standard__objectPage,Lead,list,standard,LightningSales,"The Leads and Opportunities workspace is optimized for action and includes everything sales teams need to qualify and convert leads or close deals, like the Sales path.",False,Everyone,,2.0,,,Lead,,,,,,,,F_standard_LightningSales_standard__objectPage,standard_LightningSales_standard__objectPage_Lead_list,,,,
0btdM000004TVXlQAO,False,1720781027000,005dM000004WE3FQAW,1720781027000,005dM000004WE3FQAW,1720781027000,0bsdM000001bobbQAA,Lightning Experience - Work with Data Step 3,,DockedComposer,BottomCenter,,,,,Everyone,False,,,Record Tips,,False,,,Stay up to date on accounts,1,standard__objectPage,Account,list,standard,LightningSales,"<p><span style=""color: rgb(0, 0, 0); font-size: 11pt; font-family: Arial;"">When you’re working with accounts and contacts, you want to find information fast. So these records are optimized for quick reference and at-a-glance insights.</span></p><ul><li><span style=""color: rgb(0, 0, 0); font-size: 11pt; font-family: Arial;"">See a summary of a record’s most important details at the top of the page in the highlights panel.</span></li><li><span style=""color: rgb(0, 0, 0); font-size: 11pt; font-family: Arial;"">All of a record’s fields are grouped together on the Details tab.</span></li><li><span style=""color: rgb(0, 0, 0); font-size: 11pt; font-family: Arial;"">Create new tasks, events, or emails and log calls on the Activities tab.</span></li><li><span style=""color: rgb(0, 0, 0); font-size: 11pt; font-family: Arial;"">Collaborate with colleagues on the Chatter tab.</span></li></ul><p><br></p>",False,Everyone,,3.0,,,Account,,,,,,,,F_standard_LightningSales_standard__objectPage,standard_LightningSales_standard__objectPage_Account_list,,,,
0btdM000004TVXmQAO,False,1720781027000,005dM000004WE3FQAW,1720781027000,005dM000004WE3FQAW,1720781027000,0bsdM000001bobbQAA,Lightning Experience - Work with Data Step 4,,FloatingPanel,BottomLeft,,,,,Everyone,False,,,,Dismiss,False,,,Related lists offer easy access,1,standard__objectPage,Account,list,standard,LightningSales,"The Related tab includes a collection of related list cards. Each card displays up to six records, so click View All to see more.",False,Everyone,,4.0,,,Account,,,,,,,,F_standard_LightningSales_standard__objectPage,standard_LightningSales_standard__objectPage_Account_list,,,,
